"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"16211";"B2";"869599__20160428_185622.csv";6;3316;63;"1";"Pos";"ratings_Grp3"
"16212";"B4";"869599__20160428_185622.csv";7;1526;63;"1";"Pos";"ratings_Grp3"
"16213";"M3";"869599__20160428_185622.csv";2;1689;63;"1";"Neg";"ratings_Grp3"
"16214";"B8";"869599__20160428_185622.csv";2;2436;63;"1";"Pos";"ratings_Grp3"
"16215";"B1";"869599__20160428_185622.csv";8;3743;63;"1";"Pos";"ratings_Grp3"
"16216";"M1";"869599__20160428_185622.csv";2;1563;63;"1";"Neg";"ratings_Grp3"
"16217";"B3";"869599__20160428_185622.csv";8;3887;63;"1";"Pos";"ratings_Grp3"
"16218";"B7";"869599__20160428_185622.csv";8;2724;63;"1";"Pos";"ratings_Grp3"
"16219";"M2";"869599__20160428_185622.csv";3;1789;63;"1";"Neg";"ratings_Grp3"
"16269";"B6";"869599__20160428_185703.csv";9;4942;83;"1";"Pos";"ratings_Grp3"
"16270";"M8";"869599__20160428_185703.csv";1;2682;83;"1";"Neg";"ratings_Grp3"
"16271";"B8";"869599__20160428_185703.csv";9;2984;83;"1";"Pos";"ratings_Grp3"
"16272";"B3";"869599__20160428_185703.csv";9;2878;83;"1";"Pos";"ratings_Grp3"
"16273";"B1";"869599__20160428_185703.csv";9;2037;83;"1";"Pos";"ratings_Grp3"
"16274";"M4";"869599__20160428_185703.csv";1;1667;83;"1";"Neg";"ratings_Grp3"
"16275";"B4";"869599__20160428_185703.csv";9;2108;83;"1";"Pos";"ratings_Grp3"
"16276";"M5";"869599__20160428_185703.csv";1;1716;83;"1";"Neg";"ratings_Grp3"
"16277";"M2";"869599__20160428_185703.csv";1;1678;83;"1";"Neg";"ratings_Grp3"
"16278";"B2";"869599__20160428_185703.csv";9;2413;83;"1";"Pos";"ratings_Grp3"
"16279";"M7";"869599__20160428_185703.csv";1;1647;83;"1";"Neg";"ratings_Grp3"
"16280";"M6";"869599__20160428_185703.csv";1;1591;83;"1";"Neg";"ratings_Grp3"
"16281";"M3";"869599__20160428_185703.csv";1;1407;83;"1";"Neg";"ratings_Grp3"
"16282";"B7";"869599__20160428_185703.csv";9;2192;83;"1";"Pos";"ratings_Grp3"
"16283";"M1";"869599__20160428_185703.csv";1;2402;83;"1";"Neg";"ratings_Grp3"
"16284";"B5";"869599__20160428_185703.csv";9;1863;83;"1";"Pos";"ratings_Grp3"
"16334";"M6";"869599__20160428_191242.csv";2;5222;83;"1";"Neg";"ratings_Grp3"
"16335";"B6";"869599__20160428_191242.csv";8;2799;83;"1";"Pos";"ratings_Grp3"
"16336";"B8";"869599__20160428_191242.csv";8;1492;83;"1";"Pos";"ratings_Grp3"
"16337";"B3";"869599__20160428_191242.csv";8;1131;83;"1";"Pos";"ratings_Grp3"
"16338";"M7";"869599__20160428_191242.csv";2;923;83;"1";"Neg";"ratings_Grp3"
"16339";"B4";"869599__20160428_191242.csv";8;649;83;"1";"Pos";"ratings_Grp3"
"16340";"M3";"869599__20160428_191242.csv";2;630;83;"1";"Neg";"ratings_Grp3"
"16341";"M2";"869599__20160428_191242.csv";2;912;83;"1";"Neg";"ratings_Grp3"
"16342";"M8";"869599__20160428_191242.csv";2;875;83;"1";"Neg";"ratings_Grp3"
"16343";"B1";"869599__20160428_191242.csv";8;652;83;"1";"Pos";"ratings_Grp3"
"16344";"M1";"869599__20160428_191242.csv";2;1471;83;"1";"Neg";"ratings_Grp3"
"16345";"B7";"869599__20160428_191242.csv";8;666;83;"1";"Pos";"ratings_Grp3"
"16346";"M4";"869599__20160428_191242.csv";2;588;83;"1";"Neg";"ratings_Grp3"
"16347";"B5";"869599__20160428_191242.csv";8;599;83;"1";"Pos";"ratings_Grp3"
"16348";"M5";"869599__20160428_191242.csv";2;648;83;"1";"Neg";"ratings_Grp3"
"16349";"B2";"869599__20160428_191242.csv";8;627;83;"1";"Pos";"ratings_Grp3"
"16399";"M5";"869599__20160428_191356.csv";1;5928;69;"1";"Neg";"ratings_Grp3"
"16400";"M4";"869599__20160428_191356.csv";1;1261;69;"1";"Neg";"ratings_Grp3"
"16401";"B5";"869599__20160428_191356.csv";9;2332;69;"1";"Pos";"ratings_Grp3"
"16402";"M8";"869599__20160428_191356.csv";1;694;69;"1";"Neg";"ratings_Grp3"
"16403";"B8";"869599__20160428_191356.csv";9;636;69;"1";"Pos";"ratings_Grp3"
"16404";"M1";"869599__20160428_191356.csv";1;589;69;"1";"Neg";"ratings_Grp3"
"16405";"M7";"869599__20160428_191356.csv";1;766;69;"1";"Neg";"ratings_Grp3"
"16406";"M2";"869599__20160428_191356.csv";1;553;69;"1";"Neg";"ratings_Grp3"
"16407";"B1";"869599__20160428_191356.csv";9;823;69;"1";"Pos";"ratings_Grp3"
"16408";"B4";"869599__20160428_191356.csv";9;840;69;"1";"Pos";"ratings_Grp3"
"16409";"B2";"869599__20160428_191356.csv";9;748;69;"1";"Pos";"ratings_Grp3"
"16410";"B7";"869599__20160428_191356.csv";9;572;69;"1";"Pos";"ratings_Grp3"
"16411";"M6";"869599__20160428_191356.csv";1;549;69;"1";"Neg";"ratings_Grp3"
"16412";"B3";"869599__20160428_191356.csv";9;665;69;"1";"Pos";"ratings_Grp3"
"16413";"B6";"869599__20160428_191356.csv";9;986;69;"1";"Pos";"ratings_Grp3"
"16414";"M3";"869599__20160428_191356.csv";1;545;69;"1";"Neg";"ratings_Grp3"
"16464";"M5";"869599__20160428_192007.csv";1;11353;69;"1";"Neg";"ratings_Grp3"
"16465";"M6";"869599__20160428_192007.csv";1;1429;69;"1";"Neg";"ratings_Grp3"
"16466";"B2";"869599__20160428_192007.csv";8;3658;69;"1";"Pos";"ratings_Grp3"
"16467";"B8";"869599__20160428_192007.csv";1;1365;69;"1";"Pos";"ratings_Grp3"
"16468";"M7";"869599__20160428_192007.csv";1;1599;69;"1";"Neg";"ratings_Grp3"
"16469";"B5";"869599__20160428_192007.csv";8;1394;69;"1";"Pos";"ratings_Grp3"
"16470";"M4";"869599__20160428_192007.csv";1;2133;69;"1";"Neg";"ratings_Grp3"
"16471";"M8";"869599__20160428_192007.csv";1;998;69;"1";"Neg";"ratings_Grp3"
"16472";"M3";"869599__20160428_192007.csv";1;971;69;"1";"Neg";"ratings_Grp3"
"16473";"M1";"869599__20160428_192007.csv";1;1639;69;"1";"Neg";"ratings_Grp3"
"16474";"B4";"869599__20160428_192007.csv";8;912;69;"1";"Pos";"ratings_Grp3"
"16475";"B1";"869599__20160428_192007.csv";8;1141;69;"1";"Pos";"ratings_Grp3"
"16476";"M2";"869599__20160428_192007.csv";1;709;69;"1";"Neg";"ratings_Grp3"
"16477";"B6";"869599__20160428_192007.csv";1;3639;69;"1";"Pos";"ratings_Grp3"
"16478";"B7";"869599__20160428_192007.csv";8;839;69;"1";"Pos";"ratings_Grp3"
"16479";"B3";"869599__20160428_192007.csv";8;725;69;"1";"Pos";"ratings_Grp3"
"16529";"B5";"869599__20160428_192052.csv";9;12058;78;"1";"Pos";"ratings_Grp3"
"16530";"B1";"869599__20160428_192052.csv";9;4344;78;"1";"Pos";"ratings_Grp3"
"16531";"M7";"869599__20160428_192052.csv";1;1634;78;"1";"Neg";"ratings_Grp3"
"16532";"M4";"869599__20160428_192052.csv";1;2421;78;"1";"Neg";"ratings_Grp3"
"16533";"M2";"869599__20160428_192052.csv";1;903;78;"1";"Neg";"ratings_Grp3"
"16534";"M8";"869599__20160428_192052.csv";1;1116;78;"1";"Neg";"ratings_Grp3"
"16535";"B3";"869599__20160428_192052.csv";9;3415;78;"1";"Pos";"ratings_Grp3"
"16536";"M1";"869599__20160428_192052.csv";1;1522;78;"1";"Neg";"ratings_Grp3"
"16537";"M5";"869599__20160428_192052.csv";1;1524;78;"1";"Neg";"ratings_Grp3"
"16538";"B6";"869599__20160428_192052.csv";9;2320;78;"1";"Pos";"ratings_Grp3"
"16539";"M6";"869599__20160428_192052.csv";1;1219;78;"1";"Neg";"ratings_Grp3"
"16540";"B8";"869599__20160428_192052.csv";9;1361;78;"1";"Pos";"ratings_Grp3"
"16541";"B2";"869599__20160428_192052.csv";9;757;78;"1";"Pos";"ratings_Grp3"
"16542";"B7";"869599__20160428_192052.csv";9;1309;78;"1";"Pos";"ratings_Grp3"
"16543";"B4";"869599__20160428_192052.csv";9;1658;78;"1";"Pos";"ratings_Grp3"
"16544";"M3";"869599__20160428_192052.csv";1;1247;78;"1";"Neg";"ratings_Grp3"
"16594";"M8";"869599__20160428_192455.csv";1;9964;95;"1";"Neg";"ratings_Grp3"
"16595";"B8";"869599__20160428_192455.csv";9;11506;95;"1";"Pos";"ratings_Grp3"
"16596";"M7";"869599__20160428_192455.csv";1;1065;95;"1";"Neg";"ratings_Grp3"
"16597";"M5";"869599__20160428_192455.csv";1;1913;95;"1";"Neg";"ratings_Grp3"
"16598";"B3";"869599__20160428_192455.csv";9;3208;95;"1";"Pos";"ratings_Grp3"
"16599";"M6";"869599__20160428_192455.csv";9;1130;95;"1";"Neg";"ratings_Grp3"
"16600";"M3";"869599__20160428_192455.csv";1;2416;95;"1";"Neg";"ratings_Grp3"
"16601";"M1";"869599__20160428_192455.csv";1;1401;95;"1";"Neg";"ratings_Grp3"
"16602";"M2";"869599__20160428_192455.csv";1;1683;95;"1";"Neg";"ratings_Grp3"
"16603";"M4";"869599__20160428_192455.csv";1;837;95;"1";"Neg";"ratings_Grp3"
"16604";"B4";"869599__20160428_192455.csv";9;1026;95;"1";"Pos";"ratings_Grp3"
"16605";"B1";"869599__20160428_192455.csv";1;930;95;"1";"Pos";"ratings_Grp3"
"16606";"B6";"869599__20160428_192455.csv";9;962;95;"1";"Pos";"ratings_Grp3"
"16607";"B5";"869599__20160428_192455.csv";9;1599;95;"1";"Pos";"ratings_Grp3"
"16608";"B2";"869599__20160428_192455.csv";9;963;95;"1";"Pos";"ratings_Grp3"
"16609";"B7";"869599__20160428_192455.csv";9;941;95;"1";"Pos";"ratings_Grp3"
"16659";"B7";"869599__20160428_192559.csv";9;45185;62;"1";"Pos";"ratings_Grp3"
"16660";"B3";"869599__20160428_192559.csv";9;3360;62;"1";"Pos";"ratings_Grp3"
"16661";"M6";"869599__20160428_192559.csv";1;2515;62;"1";"Neg";"ratings_Grp3"
"16662";"M8";"869599__20160428_192559.csv";1;3954;62;"1";"Neg";"ratings_Grp3"
"16663";"B2";"869599__20160428_192559.csv";9;4113;62;"1";"Pos";"ratings_Grp3"
"16664";"B5";"869599__20160428_192559.csv";9;933;62;"1";"Pos";"ratings_Grp3"
"16665";"M4";"869599__20160428_192559.csv";1;992;62;"1";"Neg";"ratings_Grp3"
"16666";"M2";"869599__20160428_192559.csv";1;818;62;"1";"Neg";"ratings_Grp3"
"16667";"B6";"869599__20160428_192559.csv";9;991;62;"1";"Pos";"ratings_Grp3"
"16668";"B4";"869599__20160428_192559.csv";9;2177;62;"1";"Pos";"ratings_Grp3"
"16669";"B8";"869599__20160428_192559.csv";9;2016;62;"1";"Pos";"ratings_Grp3"
"16670";"M5";"869599__20160428_192559.csv";1;906;62;"1";"Neg";"ratings_Grp3"
"16671";"M1";"869599__20160428_192559.csv";1;1277;62;"1";"Neg";"ratings_Grp3"
"16672";"M7";"869599__20160428_192559.csv";1;1893;62;"1";"Neg";"ratings_Grp3"
"16673";"M3";"869599__20160428_192559.csv";1;790;62;"1";"Neg";"ratings_Grp3"
"16674";"B1";"869599__20160428_192559.csv";9;1809;62;"1";"Pos";"ratings_Grp3"
"16724";"B2";"869599__20160428_193256.csv";1;4507;63;"1";"Pos";"ratings_Grp3"
"16725";"B6";"869599__20160428_193256.csv";2;2011;63;"1";"Pos";"ratings_Grp3"
"16726";"B8";"869599__20160428_193256.csv";1;1504;63;"1";"Pos";"ratings_Grp3"
"16727";"M4";"869599__20160428_193256.csv";5;1452;63;"1";"Neg";"ratings_Grp3"
"16728";"M2";"869599__20160428_193256.csv";4;688;63;"1";"Neg";"ratings_Grp3"
"16729";"M8";"869599__20160428_193256.csv";2;309;63;"1";"Neg";"ratings_Grp3"
"16730";"B1";"869599__20160428_193256.csv";1;334;63;"1";"Pos";"ratings_Grp3"
"16731";"B4";"869599__20160428_193256.csv";6;303;63;"1";"Pos";"ratings_Grp3"
"16732";"M7";"869599__20160428_193256.csv";5;301;63;"1";"Neg";"ratings_Grp3"
"16733";"M3";"869599__20160428_193256.csv";4;241;63;"1";"Neg";"ratings_Grp3"
"16734";"B7";"869599__20160428_193256.csv";2;326;63;"1";"Pos";"ratings_Grp3"
"16735";"M5";"869599__20160428_193256.csv";1;271;63;"1";"Neg";"ratings_Grp3"
"16736";"B5";"869599__20160428_193256.csv";3;189;63;"1";"Pos";"ratings_Grp3"
"16737";"B3";"869599__20160428_193256.csv";5;262;63;"1";"Pos";"ratings_Grp3"
"16738";"M6";"869599__20160428_193256.csv";4;254;63;"1";"Neg";"ratings_Grp3"
"16739";"M1";"869599__20160428_193256.csv";2;312;63;"1";"Neg";"ratings_Grp3"
"16789";"B3";"869599__20160428_193611.csv";8;2216;65;"1";"Pos";"ratings_Grp3"
"16790";"M1";"869599__20160428_193611.csv";1;1029;65;"1";"Neg";"ratings_Grp3"
"16791";"M5";"869599__20160428_193611.csv";8;503;65;"1";"Neg";"ratings_Grp3"
"16792";"B7";"869599__20160428_193611.csv";8;1108;65;"1";"Pos";"ratings_Grp3"
"16793";"B6";"869599__20160428_193611.csv";8;537;65;"1";"Pos";"ratings_Grp3"
"16794";"B4";"869599__20160428_193611.csv";8;533;65;"1";"Pos";"ratings_Grp3"
"16795";"M6";"869599__20160428_193611.csv";1;633;65;"1";"Neg";"ratings_Grp3"
"16796";"M2";"869599__20160428_193611.csv";1;694;65;"1";"Neg";"ratings_Grp3"
"16797";"M7";"869599__20160428_193611.csv";1;462;65;"1";"Neg";"ratings_Grp3"
"16798";"M3";"869599__20160428_193611.csv";1;725;65;"1";"Neg";"ratings_Grp3"
"16799";"M4";"869599__20160428_193611.csv";1;538;65;"1";"Neg";"ratings_Grp3"
"16800";"M8";"869599__20160428_193611.csv";1;556;65;"1";"Neg";"ratings_Grp3"
"16801";"B2";"869599__20160428_193611.csv";8;522;65;"1";"Pos";"ratings_Grp3"
"16802";"B1";"869599__20160428_193611.csv";8;469;65;"1";"Pos";"ratings_Grp3"
"16803";"B8";"869599__20160428_193611.csv";8;685;65;"1";"Pos";"ratings_Grp3"
"16804";"B5";"869599__20160428_193611.csv";8;560;65;"1";"Pos";"ratings_Grp3"
"16854";"B8";"869599__20160428_193711.csv";9;8707;69;"1";"Pos";"ratings_Grp3"
"16855";"M1";"869599__20160428_193711.csv";1;7006;69;"1";"Neg";"ratings_Grp3"
"16856";"B6";"869599__20160428_193711.csv";8;3069;69;"1";"Pos";"ratings_Grp3"
"16857";"M4";"869599__20160428_193711.csv";2;2462;69;"1";"Neg";"ratings_Grp3"
"16858";"B3";"869599__20160428_193711.csv";9;2693;69;"1";"Pos";"ratings_Grp3"
"16859";"B4";"869599__20160428_193711.csv";8;1533;69;"1";"Pos";"ratings_Grp3"
"16860";"M2";"869599__20160428_193711.csv";2;3810;69;"1";"Neg";"ratings_Grp3"
"16861";"M7";"869599__20160428_193711.csv";3;1196;69;"1";"Neg";"ratings_Grp3"
"16862";"M6";"869599__20160428_193711.csv";1;1932;69;"1";"Neg";"ratings_Grp3"
"16863";"B5";"869599__20160428_193711.csv";9;1583;69;"1";"Pos";"ratings_Grp3"
"16864";"B7";"869599__20160428_193711.csv";8;1579;69;"1";"Pos";"ratings_Grp3"
"16865";"B2";"869599__20160428_193711.csv";9;2080;69;"1";"Pos";"ratings_Grp3"
"16866";"M8";"869599__20160428_193711.csv";2;1913;69;"1";"Neg";"ratings_Grp3"
"16867";"B1";"869599__20160428_193711.csv";8;2550;69;"1";"Pos";"ratings_Grp3"
"16868";"M5";"869599__20160428_193711.csv";2;2189;69;"1";"Neg";"ratings_Grp3"
"16869";"M3";"869599__20160428_193711.csv";3;1981;69;"1";"Neg";"ratings_Grp3"
"16919";"B8";"869599__20160428_200036.csv";1;5341;72;"1";"Pos";"ratings_Grp3"
"16920";"M8";"869599__20160428_200036.csv";1;3795;72;"1";"Neg";"ratings_Grp3"
"16921";"M7";"869599__20160428_200036.csv";2;5456;72;"1";"Neg";"ratings_Grp3"
"16922";"M3";"869599__20160428_200036.csv";5;881;72;"1";"Neg";"ratings_Grp3"
"16923";"M6";"869599__20160428_200036.csv";7;428;72;"1";"Neg";"ratings_Grp3"
"16924";"B3";"869599__20160428_200036.csv";2;237;72;"1";"Pos";"ratings_Grp3"
"16925";"B4";"869599__20160428_200036.csv";3;294;72;"1";"Pos";"ratings_Grp3"
"16926";"M2";"869599__20160428_200036.csv";7;609;72;"1";"Neg";"ratings_Grp3"
"16927";"B1";"869599__20160428_200036.csv";4;243;72;"1";"Pos";"ratings_Grp3"
"16928";"B6";"869599__20160428_200036.csv";3;302;72;"1";"Pos";"ratings_Grp3"
"16929";"M4";"869599__20160428_200036.csv";2;58;72;"1";"Neg";"ratings_Grp3"
"16930";"M5";"869599__20160428_200036.csv";7;380;72;"1";"Neg";"ratings_Grp3"
"16931";"B2";"869599__20160428_200036.csv";4;353;72;"1";"Pos";"ratings_Grp3"
"16932";"B7";"869599__20160428_200036.csv";2;317;72;"1";"Pos";"ratings_Grp3"
"16933";"B5";"869599__20160428_200036.csv";6;352;72;"1";"Pos";"ratings_Grp3"
"16934";"M1";"869599__20160428_200036.csv";8;536;72;"1";"Neg";"ratings_Grp3"
"16984";"M8";"869599__20160428_201128.csv";1;1827;86;"1";"Neg";"ratings_Grp3"
"16985";"M7";"869599__20160428_201128.csv";1;3927;86;"1";"Neg";"ratings_Grp3"
"16986";"B1";"869599__20160428_201128.csv";9;2929;86;"1";"Pos";"ratings_Grp3"
"16987";"M1";"869599__20160428_201128.csv";2;2165;86;"1";"Neg";"ratings_Grp3"
"16988";"B2";"869599__20160428_201128.csv";8;2763;86;"1";"Pos";"ratings_Grp3"
"16989";"B8";"869599__20160428_201128.csv";8;2434;86;"1";"Pos";"ratings_Grp3"
"16990";"M4";"869599__20160428_201128.csv";2;1637;86;"1";"Neg";"ratings_Grp3"
"16991";"B5";"869599__20160428_201128.csv";8;2506;86;"1";"Pos";"ratings_Grp3"
"16992";"M3";"869599__20160428_201128.csv";1;3118;86;"1";"Neg";"ratings_Grp3"
"16993";"M6";"869599__20160428_201128.csv";1;1840;86;"1";"Neg";"ratings_Grp3"
"16994";"M5";"869599__20160428_201128.csv";2;1490;86;"1";"Neg";"ratings_Grp3"
"16995";"M2";"869599__20160428_201128.csv";1;2534;86;"1";"Neg";"ratings_Grp3"
"16996";"B3";"869599__20160428_201128.csv";8;1739;86;"1";"Pos";"ratings_Grp3"
"16997";"B6";"869599__20160428_201128.csv";9;1315;86;"1";"Pos";"ratings_Grp3"
"16998";"B4";"869599__20160428_201128.csv";8;1575;86;"1";"Pos";"ratings_Grp3"
"16999";"B7";"869599__20160428_201128.csv";8;1281;86;"1";"Pos";"ratings_Grp3"
"17049";"M7";"869599__20160428_201959.csv";1;14172;72;"1";"Neg";"ratings_Grp3"
"17050";"B4";"869599__20160428_201959.csv";9;4857;72;"1";"Pos";"ratings_Grp3"
"17051";"M8";"869599__20160428_201959.csv";1;5258;72;"1";"Neg";"ratings_Grp3"
"17052";"B3";"869599__20160428_201959.csv";9;1276;72;"1";"Pos";"ratings_Grp3"
"17053";"M6";"869599__20160428_201959.csv";1;698;72;"1";"Neg";"ratings_Grp3"
"17054";"B2";"869599__20160428_201959.csv";9;938;72;"1";"Pos";"ratings_Grp3"
"17055";"B6";"869599__20160428_201959.csv";1;954;72;"1";"Pos";"ratings_Grp3"
"17056";"B5";"869599__20160428_201959.csv";9;1930;72;"1";"Pos";"ratings_Grp3"
"17057";"M5";"869599__20160428_201959.csv";1;714;72;"1";"Neg";"ratings_Grp3"
"17058";"M1";"869599__20160428_201959.csv";1;941;72;"1";"Neg";"ratings_Grp3"
"17059";"B7";"869599__20160428_201959.csv";9;762;72;"1";"Pos";"ratings_Grp3"
"17060";"M2";"869599__20160428_201959.csv";1;890;72;"1";"Neg";"ratings_Grp3"
"17061";"B1";"869599__20160428_201959.csv";9;1098;72;"1";"Pos";"ratings_Grp3"
"17062";"M4";"869599__20160428_201959.csv";1;680;72;"1";"Neg";"ratings_Grp3"
"17063";"M3";"869599__20160428_201959.csv";1;1498;72;"1";"Neg";"ratings_Grp3"
"17064";"B8";"869599__20160428_201959.csv";9;762;72;"1";"Pos";"ratings_Grp3"
"17114";"M3";"869599__20160428_202143.csv";1;12101;80;"1";"Neg";"ratings_Grp3"
"17115";"B5";"869599__20160428_202143.csv";9;7895;80;"1";"Pos";"ratings_Grp3"
"17116";"M6";"869599__20160428_202143.csv";1;2191;80;"1";"Neg";"ratings_Grp3"
"17117";"M1";"869599__20160428_202143.csv";1;2450;80;"1";"Neg";"ratings_Grp3"
"17118";"M7";"869599__20160428_202143.csv";1;3006;80;"1";"Neg";"ratings_Grp3"
"17119";"B7";"869599__20160428_202143.csv";9;4442;80;"1";"Pos";"ratings_Grp3"
"17120";"M4";"869599__20160428_202143.csv";1;1733;80;"1";"Neg";"ratings_Grp3"
"17121";"B4";"869599__20160428_202143.csv";9;3722;80;"1";"Pos";"ratings_Grp3"
"17122";"M2";"869599__20160428_202143.csv";1;1013;80;"1";"Neg";"ratings_Grp3"
"17123";"M5";"869599__20160428_202143.csv";1;1230;80;"1";"Neg";"ratings_Grp3"
"17124";"B6";"869599__20160428_202143.csv";9;2125;80;"1";"Pos";"ratings_Grp3"
"17125";"M8";"869599__20160428_202143.csv";1;1168;80;"1";"Neg";"ratings_Grp3"
"17126";"B2";"869599__20160428_202143.csv";1;867;80;"1";"Pos";"ratings_Grp3"
"17127";"B8";"869599__20160428_202143.csv";9;2878;80;"1";"Pos";"ratings_Grp3"
"17128";"B1";"869599__20160428_202143.csv";9;1383;80;"1";"Pos";"ratings_Grp3"
"17129";"B3";"869599__20160428_202143.csv";9;1069;80;"1";"Pos";"ratings_Grp3"
"17179";"M3";"869599__20160428_202252.csv";2;14104;68;"1";"Neg";"ratings_Grp3"
"17180";"M1";"869599__20160428_202252.csv";1;3609;68;"1";"Neg";"ratings_Grp3"
"17181";"B1";"869599__20160428_202252.csv";9;3291;68;"1";"Pos";"ratings_Grp3"
"17182";"B5";"869599__20160428_202252.csv";8;1337;68;"1";"Pos";"ratings_Grp3"
"17183";"B7";"869599__20160428_202252.csv";7;3025;68;"1";"Pos";"ratings_Grp3"
"17184";"M6";"869599__20160428_202252.csv";4;3474;68;"1";"Neg";"ratings_Grp3"
"17185";"M7";"869599__20160428_202252.csv";3;1969;68;"1";"Neg";"ratings_Grp3"
"17186";"B4";"869599__20160428_202252.csv";6;3117;68;"1";"Pos";"ratings_Grp3"
"17187";"B3";"869599__20160428_202252.csv";5;4235;68;"1";"Pos";"ratings_Grp3"
"17188";"B8";"869599__20160428_202252.csv";5;1346;68;"1";"Pos";"ratings_Grp3"
"17189";"M8";"869599__20160428_202252.csv";1;6210;68;"1";"Neg";"ratings_Grp3"
"17190";"M5";"869599__20160428_202252.csv";2;1566;68;"1";"Neg";"ratings_Grp3"
"17191";"M2";"869599__20160428_202252.csv";1;1699;68;"1";"Neg";"ratings_Grp3"
"17192";"M4";"869599__20160428_202252.csv";3;1427;68;"1";"Neg";"ratings_Grp3"
"17193";"B2";"869599__20160428_202252.csv";9;1776;68;"1";"Pos";"ratings_Grp3"
"17194";"B6";"869599__20160428_202252.csv";8;1361;68;"1";"Pos";"ratings_Grp3"
"17244";"M5";"869599__20160428_202803.csv";2;4066;71;"1";"Neg";"ratings_Grp3"
"17245";"B5";"869599__20160428_202803.csv";9;2243;71;"1";"Pos";"ratings_Grp3"
"17246";"B4";"869599__20160428_202803.csv";8;1212;71;"1";"Pos";"ratings_Grp3"
"17247";"B6";"869599__20160428_202803.csv";7;1175;71;"1";"Pos";"ratings_Grp3"
"17248";"M2";"869599__20160428_202803.csv";2;1589;71;"1";"Neg";"ratings_Grp3"
"17249";"M4";"869599__20160428_202803.csv";3;900;71;"1";"Neg";"ratings_Grp3"
"17250";"B2";"869599__20160428_202803.csv";7;1714;71;"1";"Pos";"ratings_Grp3"
"17251";"M7";"869599__20160428_202803.csv";4;1876;71;"1";"Neg";"ratings_Grp3"
"17252";"M6";"869599__20160428_202803.csv";3;1916;71;"1";"Neg";"ratings_Grp3"
"17253";"M1";"869599__20160428_202803.csv";4;1539;71;"1";"Neg";"ratings_Grp3"
"17254";"B7";"869599__20160428_202803.csv";8;1737;71;"1";"Pos";"ratings_Grp3"
"17255";"M3";"869599__20160428_202803.csv";2;1885;71;"1";"Neg";"ratings_Grp3"
"17256";"B8";"869599__20160428_202803.csv";2;91;71;"1";"Pos";"ratings_Grp3"
"17257";"M8";"869599__20160428_202803.csv";2;1948;71;"1";"Neg";"ratings_Grp3"
"17258";"B3";"869599__20160428_202803.csv";7;1757;71;"1";"Pos";"ratings_Grp3"
"17259";"B1";"869599__20160428_202803.csv";6;1305;71;"1";"Pos";"ratings_Grp3"
"17309";"B6";"869599__20160428_203033.csv";9;13775;69;"1";"Pos";"ratings_Grp3"
"17310";"M4";"869599__20160428_203033.csv";2;5428;69;"1";"Neg";"ratings_Grp3"
"17311";"B2";"869599__20160428_203033.csv";8;4789;69;"1";"Pos";"ratings_Grp3"
"17312";"M5";"869599__20160428_203033.csv";2;2766;69;"1";"Neg";"ratings_Grp3"
"17313";"M6";"869599__20160428_203033.csv";2;1278;69;"1";"Neg";"ratings_Grp3"
"17314";"B3";"869599__20160428_203033.csv";8;1367;69;"1";"Pos";"ratings_Grp3"
"17315";"M8";"869599__20160428_203033.csv";3;2550;69;"1";"Neg";"ratings_Grp3"
"17316";"M7";"869599__20160428_203033.csv";2;3917;69;"1";"Neg";"ratings_Grp3"
"17317";"M3";"869599__20160428_203033.csv";1;2326;69;"1";"Neg";"ratings_Grp3"
"17318";"B4";"869599__20160428_203033.csv";8;1175;69;"1";"Pos";"ratings_Grp3"
"17319";"M2";"869599__20160428_203033.csv";2;2415;69;"1";"Neg";"ratings_Grp3"
"17320";"B5";"869599__20160428_203033.csv";9;3598;69;"1";"Pos";"ratings_Grp3"
"17321";"B8";"869599__20160428_203033.csv";9;1540;69;"1";"Pos";"ratings_Grp3"
"17322";"M1";"869599__20160428_203033.csv";3;2195;69;"1";"Neg";"ratings_Grp3"
"17323";"B7";"869599__20160428_203033.csv";8;2060;69;"1";"Pos";"ratings_Grp3"
"17324";"B1";"869599__20160428_203033.csv";8;1769;69;"1";"Pos";"ratings_Grp3"
"17374";"B7";"869599__20160428_203215.csv";2;14226;63;"1";"Pos";"ratings_Grp3"
"17375";"M6";"869599__20160428_203215.csv";5;2381;63;"1";"Neg";"ratings_Grp3"
"17376";"M1";"869599__20160428_203215.csv";4;555;63;"1";"Neg";"ratings_Grp3"
"17377";"B3";"869599__20160428_203215.csv";3;374;63;"1";"Pos";"ratings_Grp3"
"17378";"M2";"869599__20160428_203215.csv";5;382;63;"1";"Neg";"ratings_Grp3"
"17379";"M3";"869599__20160428_203215.csv";6;1;63;"1";"Neg";"ratings_Grp3"
